date,OPEN,HIGH,LOW,CLOSE,VOLUME,AMT,PCT_CHG,TURN
2020-02-10,1.102,1.212,1.101,1.157,575572700.0,652073371.0,4.990925589836655,78.25489027888395
2020-02-11,1.195,1.195,1.131,1.1440000000000001,704949100.0,807926136.0,-1.123595505617988,54.79545362329813
2020-02-12,1.14,1.192,1.126,1.19,756966200.0,887147695.0,4.020979020979024,48.015306212417784
2020-02-13,1.1909999999999998,1.204,1.173,1.178,877421900.0,1041744154.0,-1.008403361344539,41.57392368916293
2020-02-14,1.189,1.192,1.155,1.166,814753400.0,957175960.0,-1.0186757215619704,32.363459738911885
2020-02-17,1.169,1.217,1.168,1.215,709147900.0,843491491.0,4.202401372212707,29.37025902810433
2020-02-18,1.214,1.226,1.195,1.219,718614200.0,871120573.0,0.32921810699588505,25.77978728113712
2020-02-19,1.246,1.2690000000000001,1.186,1.189,1569047400.0,1890744137.0,-2.461033634126335,40.770254422087795
2020-02-20,1.196,1.214,1.19,1.2109999999999999,862627600.0,1038776403.0,1.8502943650126171,22.76356453665173
2020-02-21,1.204,1.23,1.2009999999999998,1.225,798306900.0,971678644.0,1.156069364161851,20.440527847040318
2020-02-24,1.22,1.22,1.188,1.213,1091159100.0,1314113343.0,-0.9795918367346949,25.162147664267
2020-02-25,1.1909999999999998,1.27,1.18,1.263,1458564500.0,1785851767.0,4.122011541632302,31.309677072296637
2020-02-26,1.246,1.25,1.193,1.2,1614026681.0,1977142751.0,-4.988123515439426,28.99530626926723
2020-02-27,1.21,1.215,1.181,1.185,1031286400.0,1230333010.0,-1.249999999999992,17.70293698910698
2020-02-28,1.135,1.149,1.094,1.103,1519111500.0,1706002616.0,-6.919831223628697,23.616153768399773
2020-03-02,1.114,1.138,1.1,1.131,890426600.0,998502115.0,2.538531278331825,13.763431426385262
2020-03-03,1.159,1.18,1.141,1.1540000000000001,1017043219.0,1184845999.0,2.033598585322715,15.855352743846288
2020-03-04,1.14,1.155,1.122,1.149,528320619.00000006,602889098.0,-0.43327556325822303,8.250484538933039
2020-03-05,1.159,1.167,1.137,1.151,493711000.0,567168951.0,0.17406440382941704,7.693186058356402
2020-03-06,1.135,1.16,1.13,1.1440000000000001,451224707.0,517865849.0,-0.6081668114682987,7.0663845623486745
2020-03-09,1.124,1.126,1.074,1.077,815695200.0,896032352.0,-5.856643356643352,12.420158860202456
2020-03-10,1.06,1.114,1.055,1.113,637661493.0,693762065.0,3.342618384401117,9.926994324691817
2020-03-11,1.119,1.123,1.092,1.093,455336200.0,505651959.0,-1.7969451931716098,7.157674603744249
2020-03-12,1.065,1.0759999999999998,1.051,1.0659999999999998,499306900.0,530848266.0,-2.4702653247941364,7.769487396129862
2020-03-13,1.01,1.06,1.001,1.05,477761093.0,491843818.0,-1.5009380863039412,7.46792233328522
2020-03-16,1.046,1.05,0.97,0.972,603284493.0,607220205.0,-7.428571428571434,9.32648282752959
2020-03-17,1.0,1.005,0.935,0.966,407364300.0,393010914.0,-0.6172839506172845,6.3191445815132665
2020-03-18,0.971,0.9940000000000001,0.9440000000000001,0.946,376420400.0,366174780.0,-2.0703933747412027,5.87100992212412
2020-03-19,0.945,0.956,0.9129999999999999,0.9390000000000001,418187200.0,390258539.0,-0.7399577167019034,6.496101551808025
2020-03-20,0.96,0.96,0.922,0.94,356826300.0,335329216.0,0.10649627263045804,5.473207174367179
2020-03-23,0.903,0.9079999999999999,0.863,0.8640000000000001,458340100.0,404985470.0,-8.085106382978719,6.9230329106660085
2020-03-24,0.888,0.9009999999999999,0.865,0.898,480106600.0,426402629.0,3.9351851851851887,7.418772205597389
2020-03-25,0.925,0.9490000000000001,0.92,0.9440000000000001,532791293.0,500422172.0,5.122494432071262,8.44827449894555
2020-03-26,0.935,0.941,0.924,0.9259999999999999,236529600.0,220606319.0,-1.9067796610169392,3.7487791049137216
2020-03-27,0.94,0.945,0.924,0.925,243071800.0,227061905.0,-0.1079913606911448,3.8372627452711336
2020-03-30,0.907,0.9279999999999999,0.893,0.915,260398800.0,236753883.0,-1.081081081081082,4.089491682321921
2020-03-31,0.925,0.9279999999999999,0.914,0.92,229318300.0,211557001.0,0.5464480874316944,3.6030785269274586
2020-04-01,0.934,0.955,0.922,0.932,386660900.0,363627759.0,1.3043478260869577,6.074311215462352
2020-04-02,0.9229999999999999,0.951,0.9179999999999999,0.95,281629400.0,263164807.0,1.931330472102994,4.393244706170189
2020-04-03,0.953,0.9540000000000001,0.93,0.935,219939000.0,206970330.0,-1.5789473684210422,3.4159921032663734
2020-04-07,0.9520000000000001,0.963,0.95,0.9620000000000001,322502793.0,308328949.0,2.8877005347593485,5.063227514731039
2020-04-08,0.956,0.961,0.948,0.955,233091500.0,222562417.0,-0.7276507276507282,3.6571919191405695
2020-04-09,0.961,0.963,0.9470000000000001,0.951,149131300.0,142142494.0,-0.4188481675392674,2.3413307352895045
2020-04-10,0.956,0.958,0.927,0.93,212763400.0,199867580.0,-2.2082018927444698,3.3356284356180854
2020-04-13,0.919,0.92,0.905,0.912,183925900.0,167713746.0,-1.9354838709677435,2.887145522504618
2020-04-14,0.9209999999999999,0.958,0.9209999999999999,0.9570000000000001,389732799.0,368041537.0,4.934210526315781,6.271335736161475
2020-04-15,0.9670000000000001,0.9790000000000001,0.9570000000000001,0.958,340523900.0,329460969.0,0.1044932079414839,5.541019198048033
2020-04-16,0.9540000000000001,0.972,0.948,0.968,222671900.0,214623407.0,1.0438413361169112,3.669300910131122
2020-04-17,0.98,0.992,0.975,0.977,309331800.0,304032970.0,0.9297520661157034,5.1602514580757575
2020-04-20,0.978,0.981,0.972,0.981,139103200.0,135930835.0,0.4094165813715459,2.3310090027160744
2020-04-21,0.9690000000000001,0.973,0.95,0.9620000000000001,239755900.0,230269654.0,-1.9367991845056085,4.046847619571994
2020-04-22,0.9490000000000001,0.97,0.946,0.9690000000000001,150722400.0,144791356.0,0.7276507276507282,2.5630837269868185
2020-04-23,0.9740000000000001,0.977,0.9540000000000001,0.956,136553300.0,131356254.0,-1.341589267285863,2.3276751483360583
2020-04-24,0.96,0.976,0.95,0.955,187345900.0,180413343.0,-0.10460251046025117,3.197842004269277
2020-04-27,0.955,0.961,0.948,0.953,125643561.0,120078106.0,-0.2094240837696337,2.152717235035416
2020-04-28,0.9590000000000001,0.961,0.92,0.951,168489468.0,159064246.0,-0.2098635886673664,2.886818702038763
2020-04-29,0.943,0.961,0.941,0.953,135462441.0,129222818.0,0.21030494216614112,2.3285294970346597
2020-04-30,0.968,1.006,0.968,1.0,396998768.0,394197879.0,4.931794333683111,6.94356029308002
2020-05-06,0.996,1.028,0.992,1.026,253339693.00000003,257097198.0,2.6000000000000023,4.462161829317367
2020-05-07,1.026,1.028,1.015,1.021,169268301.0,172908433.0,-0.48732943469786705,2.9956286248275417
2020-05-08,1.024,1.04,1.018,1.031,221860000.0,228129329.0,0.979431929480902,3.960717593623234
2020-05-11,1.037,1.04,1.01,1.0170000000000001,252819232.0,258526796.0,-1.3579049466537354,4.5450565106379495
2020-05-12,1.0190000000000001,1.022,1.005,1.021,173552900.0,175994431.0,0.3933136676499512,3.14948877147528
2020-05-13,1.014,1.03,1.013,1.021,148420673.0,151735480.0,0.0,2.7160837397650024
2020-05-14,1.016,1.018,1.006,1.0070000000000001,137824599.0,139402961.0,-1.3712047012732629,2.5180294539325057
2020-05-15,1.014,1.0290000000000001,1.005,1.0190000000000001,207258494.0,210976895.0,1.191658391261173,3.803249950793743
2020-05-18,1.014,1.0170000000000001,0.997,1.001,158679100.0,159836015.0,-1.7664376840039269,2.90434343839973
2020-05-19,1.01,1.018,1.0070000000000001,1.014,154198900.0,156118550.0,1.2987012987013111,2.8463056700843867
2020-05-20,1.025,1.052,1.025,1.032,350714064.0,365761245.0,1.7751479289940844,6.669456759825245
2020-05-21,1.038,1.043,1.0090000000000001,1.013,146289955.0,149519184.0,-1.8410852713178416,2.777212562398076
2020-05-22,1.008,1.011,0.9840000000000001,0.9890000000000001,183756800.0,183107059.0,-2.369200394866724,3.4674298768214467
2020-05-25,0.988,0.991,0.9790000000000001,0.986,125014115.0,123003055.0,-0.30333670374115296,2.365670805214833
2020-05-26,0.995,1.016,0.9940000000000001,1.016,177029992.0,178201581.0,3.042596348884384,3.371030146718557
2020-05-27,1.0170000000000001,1.034,1.016,1.022,213472291.0,218704761.0,0.5905511811023627,4.118295957052424
2020-05-28,1.02,1.024,1.002,1.0190000000000001,140000191.0,142027039.0,-0.2935420743640033,2.708190632837904
2020-05-29,1.024,1.033,1.0190000000000001,1.025,168393093.0,172655093.0,0.5888125613346424,3.282829869409364
2020-06-01,1.037,1.065,1.036,1.062,264919275.0,278998932.0,3.6097560975609904,5.2735888741700965
2020-06-02,1.077,1.079,1.057,1.061,139172200.0,148165701.0,-0.09416195856874876,2.7776053624239703
2020-06-03,1.065,1.072,1.054,1.063,189983000.0,201761689.0,0.18850141376060334,3.806122644004614
2020-06-04,1.0659999999999998,1.0859999999999999,1.0659999999999998,1.077,194716300.0,209830280.0,1.3170272812793993,3.960457561951158
2020-06-05,1.074,1.078,1.064,1.077,115875274.0,124101361.0,0.0,2.3607015016491157
2020-06-08,1.084,1.093,1.079,1.081,141109700.0,153368288.0,0.3714020427112353,2.9103723448906016
2020-06-09,1.093,1.099,1.0859999999999999,1.091,135309700.0,147827200.0,0.925069380203516,2.8157197543769645
2020-06-10,1.0979999999999999,1.099,1.084,1.094,144541900.0,157810249.0,0.2749770852429069,3.0445832428122013
2020-06-11,1.1079999999999999,1.13,1.101,1.109,363526475.0,405855379.0,1.3711151736745797,7.95199964773129
2020-06-12,1.085,1.101,1.081,1.095,208477340.0,227582490.0,-1.262398557258793,4.534570472513579
2020-06-15,1.087,1.1059999999999999,1.075,1.087,164575500.0,179636441.0,-0.7305936073059367,3.616638415622055
2020-06-16,1.104,1.12,1.0979999999999999,1.117,166100003.0,184395055.0,2.7598896044158256,3.689872856447154
2020-06-17,1.12,1.121,1.099,1.1079999999999999,122840000.0,136033789.0,-0.8057296329453802,2.7197990165061507
2020-06-18,1.11,1.122,1.1,1.12,137525900.0,153320695.0,1.08303249097473,3.056463790214321
2020-06-19,1.12,1.161,1.12,1.1540000000000001,378210478.0,435493624.0,3.0357142857142683,8.810939529042937
2020-06-22,1.159,1.179,1.157,1.17,221143897.00000003,258827821.0,1.3864818024263446,5.258432068480063
2020-06-23,1.165,1.1740000000000002,1.157,1.172,139823500.0,162998194.0,0.17094017094017108,3.3398580994738767
2020-06-24,1.172,1.18,1.163,1.17,149988700.0,175609775.0,-0.17064846416382268,3.5886669208272304
2020-06-29,1.162,1.173,1.155,1.159,124464000.0,144694689.0,-0.9401709401709316,2.995876625841477
2020-06-30,1.167,1.186,1.167,1.181,236917700.0,279594701.0,1.898188093183781,5.752509744306352
2020-07-01,1.197,1.213,1.169,1.186,276684000.0,330253298.0,0.4233700254021925,6.878391507869887
2020-07-02,1.19,1.193,1.1740000000000002,1.188,190322527.0,225534734.0,0.1686340640809445,4.7373252966476604
2020-07-03,1.2009999999999998,1.215,1.193,1.213,280301973.0,337962376.0,2.104377104377116,7.0809966082694435
2020-07-06,1.224,1.2670000000000001,1.2109999999999999,1.265,387675600.0,481107063.0,4.286892003297595,9.571031323412047
2020-07-07,1.33,1.371,1.3,1.32,476439900.0,635985624.0,4.347826086956535,11.562643383336365
2020-07-08,1.327,1.355,1.301,1.354,360106671.0,479252189.0,2.575757575757578,8.71188538496893
2020-07-09,1.348,1.385,1.337,1.3780000000000001,452505908.0,616682807.0,1.772525849335288,10.417977330869396
2020-07-10,1.365,1.385,1.357,1.3730000000000002,311847659.0,427973165.0,-0.36284470246733613,7.341893116583923
2020-07-13,1.396,1.459,1.392,1.4580000000000002,323593965.0,462276400.0,6.190823015294972,7.665360254252138
2020-07-14,1.449,1.449,1.369,1.4069999999999998,584568707.0,821418789.0,-3.497942386831272,13.338673050892158
2020-07-15,1.411,1.4169999999999998,1.3459999999999999,1.3719999999999999,401152955.0,553522361.0,-2.487562189054721,9.431103632947677
2020-07-16,1.374,1.4,1.2930000000000001,1.295,435743640.00000006,586291084.0,-5.612244897959196,10.572426582857906
2020-07-17,1.2990000000000002,1.3330000000000002,1.28,1.305,340061739.0,443192751.0,0.7722007722007729,8.405904872023314
