date,PE,PE_TTM,PB_LF,VAL_PB_PERCENTILE,VAL_PE_PERCENTILE,PS,ROE_TTM,OPEN,CLOSE,HIGH,LOW,PCT_CHG,VOLUME
2017-07-19,44.7299,44.39550018310547,3.978600025177002,71.50655021834062,66.26637554585153,2.6141,4.1822,,1672.5243,,,2.2813203632514907,2368595780.0
2017-07-20,45.3931,45.0536994934082,4.039599895477295,72.92576419213974,67.46724890829694,2.6528,4.1822,,1698.1301,,,1.530967292971471,2630335558.0
2017-07-21,45.7051,45.363399505615234,4.067399978637695,73.58078602620087,68.44978165938865,2.6711,4.1822,,1709.1866,,,0.6510985230165766,2015768820.0
2017-07-24,45.2188,44.880699157714844,4.024099826812744,72.37991266375546,67.13973799126637,2.6426,4.1822,,1691.2739,,,-1.048024832396889,2098749855.0
2017-07-25,45.0127,44.74530029296875,4.004700183868408,72.0524017467249,66.92139737991266,2.6306,4.1822,,1684.4808,,,-0.4016558169554835,2277643099.0
2017-07-26,46.0107,45.73740005493164,3.9217000007629395,69.86899563318777,69.10480349344978,2.6889,4.1822,,1687.8649,,,0.20089869828139265,2318946959.0
2017-07-27,45.7049,45.43339920043945,3.893699884414673,69.21397379912663,68.66812227074236,2.671,4.1822,,1681.8895,,,-0.35402122527697777,2291059206.0
2017-07-28,46.7421,46.503501892089844,3.9804000854492188,71.61572052401746,70.08733624454149,2.7316,4.1822,,1717.2583,,,2.1029205545310776,2700833093.0
2017-07-31,47.2585,46.488800048828125,4.019899845123291,72.27074235807859,69.97816593886463,2.7618,4.1822,,1735.2677,,,1.0487298270737804,2959535919.0
2017-08-01,47.3785,46.3036003112793,4.024400234222412,72.59825327510917,69.54148471615721,2.7688,4.1822,,1742.0492,,,0.3908042545827265,2711743957.0
2017-08-02,47.4685,46.32270050048828,4.0243000984191895,72.48908296943232,69.65065502183407,2.7741,4.1822,,1743.8626,,,0.1040957970647443,3009257484.0
2017-08-03,47.501,46.35449981689453,4.0269999504089355,72.70742358078603,69.75982532751091,2.776,4.1822,,1740.6376,,,-0.18493429470876369,2345819059.0
2017-08-04,46.3579,45.23899841308594,3.9346001148223877,70.3056768558952,68.01310043668121,2.7092,4.1822,,1701.6027,,,-2.2425632997931393,2425772732.0
2017-08-07,47.0081,45.87350082397461,3.989799976348877,71.72489082969432,69.43231441048034,2.7472,4.1822,,1724.4511,,,1.342757624914446,1863631430.9999998
2017-08-08,46.5973,45.47439956665039,3.954200029373169,70.85152838427948,68.77729257641921,2.7232,4.1822,,1710.0496,,,-0.835135307692978,1974666145.0
2017-08-09,46.884,45.759300231933594,3.9751999378204346,71.2882096069869,69.21397379912663,2.7399,4.1822,,1720.848,,,0.631467063879311,2015074843.0
2017-08-10,46.1678,45.060298919677734,3.9114999771118164,69.43231441048034,67.57641921397381,2.6981,4.1822,,1697.7575,,,-1.3418093869998988,2136398298.0
2017-08-11,44.8949,43.80179977416992,3.802799940109253,68.23144104803494,65.39301310043668,2.6237,4.1822,,1655.4624,,,-2.491233288617488,2194086744.0
2017-08-14,46.3983,45.263099670410156,3.930500030517578,70.19650655021834,68.3406113537118,2.7116,4.1822,,1711.8093,,,3.4036955475400714,1835988613.0
2017-08-15,46.652,45.57389831542969,3.949700117111206,70.63318777292577,68.88646288209607,2.7264,4.1822,,1722.874,,,0.6463745698776219,1959586871.0
2017-08-16,46.3258,45.14870071411133,3.9189000129699707,69.75982532751091,67.79475982532752,2.7073,4.1822,,1712.1038,,,-0.6251298702052461,1804603557.9999998
2017-08-17,46.5576,45.374698638916016,3.938499927520752,70.41484716157204,68.5589519650655,2.7209,4.1822,,1720.7139,,,0.5028959108670792,1848527410.0000002
2017-08-18,45.9344,44.67879867553711,3.8833999633789062,68.99563318777294,66.70305676855895,2.6844,4.1822,,1697.5462,,,-1.346400467852324,1653541868.0
2017-08-21,46.4588,45.25450134277344,3.9173998832702637,69.65065502183407,68.23144104803494,2.7151,4.1822,,1716.3985,,,1.1105618215280393,1704067382.9999998
2017-08-22,47.074,45.614601135253906,3.959700107574463,71.06986899563319,68.99563318777294,2.751,4.1822,,1735.2453,,,1.09804337396007,2341578633.0
2017-08-23,46.5569,44.97209930419922,3.9123001098632812,69.54148471615721,67.24890829694323,2.7208,4.1822,,1717.2048,,,-1.0396512815796166,1771898411.0
2017-08-24,45.9923,43.99879837036133,3.862799882888794,68.88646288209607,65.50218340611353,2.6878,4.1822,,1696.6444,,,-1.1973178737911794,1465770286.0
2017-08-25,46.633,44.306800842285156,3.8496999740600586,68.66812227074236,66.15720524017468,2.7253,4.1822,,1718.4858,,,1.2873292718262013,1594845652.0
2017-08-28,47.3514,44.14540100097656,3.8893001079559326,69.10480349344978,65.82969432314411,2.7702,4.1822,,1745.3611,,,1.5638942143135635,1916094613.0
2017-08-29,47.3335,44.658599853515625,3.853600025177002,68.77729257641921,66.5938864628821,2.7692,4.1822,,1741.4422,,,-0.22453233316590596,1840874588.0
2017-08-30,47.5816,44.8213005065918,3.8487000465393066,68.5589519650655,67.03056768558952,2.7837,4.1822,,1747.6575,,,0.3569053282388626,1772573264.9999998
2017-08-31,48.3036,45.86029815673828,3.906100034713745,69.32314410480349,69.32314410480349,2.8259,4.1822,,1767.7826,,,1.1515471423891679,2475680618.0
2017-09-01,48.8405,46.369998931884766,3.94950008392334,70.52401746724891,69.86899563318777,2.8573,4.1822,,1790.8111,,,1.3026771504595585,2424707420.0
2017-09-04,49.1994,46.71080017089844,3.9784998893737793,71.39737991266377,70.19650655021834,2.8783,4.1822,,1803.3218,,,0.6986052297754936,2271988639.0
2017-09-05,49.8323,47.31169891357422,4.0289998054504395,72.81659388646288,70.3056768558952,2.9154,4.1822,,1831.2093,,,1.5464516649219262,2526483825.0
2017-09-06,51.027,48.445899963378906,4.1255998611450195,74.34497816593887,71.39737991266377,2.9853,4.1822,,1871.1742,,,2.182432122860011,3813016675.0
2017-09-07,50.435,47.8838005065918,4.077700138092041,73.68995633187772,70.63318777292577,2.9506,4.1822,,1850.9163,,,-1.0826303611924446,3215988147.0
2017-09-08,50.8754,48.30189895629883,4.106500148773193,74.12663755458514,71.2882096069869,2.9764,4.1822,,1863.8496,,,0.6987512077126296,3025420039.0
2017-09-11,53.6568,50.94269943237305,4.331099987030029,76.9650655021834,75.32751091703057,3.1391,4.1822,,1961.3191,,,5.229472378028781,4847460830.0
2017-09-12,53.5673,50.85770034790039,4.323800086975098,76.63755458515283,75.0,3.1339,4.1822,,1958.4904,,,-0.1442243641027116,7121380315.000001
2017-09-13,54.0861,51.35020065307617,4.365699768066406,77.72925764192141,76.09170305676855,3.1642,4.1822,,1976.893,,,0.9396318715680261,4378981242.0
2017-09-14,53.3874,50.6869010925293,4.309299945831299,76.41921397379913,74.89082969432314,3.1233,4.1822,,1951.9492,,,-1.2617678346779522,4065296390.9999995
2017-09-15,52.7402,50.0723991394043,4.2571001052856445,75.87336244541486,74.0174672489083,3.0855,4.1822,,1933.9144,,,-0.9239379795334904,3801155861.0
