date,PE,PE_TTM,PB_LF,VAL_PB_PERCENTILE,VAL_PE_PERCENTILE,PS,ROE_TTM,OPEN,CLOSE,HIGH,LOW,PCT_CHG,VOLUME
2014-10-31,72.2407,64.16809844970703,7.18310022354126,64.09119696010133,63.07789740341989,10.252,18.4648,7150.2315,7142.0048,7176.3477,7078.9214,-0.1254262706031438,98755428.0
2014-11-03,72.3073,64.22730255126953,7.189700126647949,64.21785940468651,63.26789107029766,10.2614,18.4648,7136.8817,7148.258,7154.0564,7105.822,0.08755524779261009,85914609.0
2014-11-04,71.2633,63.29999923706055,7.085899829864502,63.07789740341989,60.67131095630146,10.1133,18.4648,7141.7019,7037.0473,7142.836,7030.194,-1.5557734485800545,85267351.0
2014-11-05,71.1864,63.2317008972168,7.0782999992370605,62.9512349588347,60.481317289423686,10.1024,18.4648,7033.9413,7032.6321,7039.1026,6950.6351,-0.06274222428489812,69941388.0
2014-11-06,71.8473,63.81869888305664,7.144999980926514,63.71120962634579,62.44458518049398,10.1962,18.4648,7028.332,7097.0113,7100.4999,7027.4088,0.9154353460349549,58530140.0
2014-11-07,70.9051,62.9818000793457,7.051300048828125,62.57124762507916,59.34135528815706,10.0624,18.4648,7090.4862,6998.3152,7101.1437,6977.8425,-1.3906713097666916,94207478.0
2014-11-10,70.6982,62.79800033569336,7.030700206756592,62.38125395820139,58.834705509816345,10.0331,18.4648,7025.6699,6978.5164,7036.9675,6917.3646,-0.2829080919361788,82043243.0
2014-11-11,68.4869,60.83380126953125,6.810800075531006,57.69474350854972,48.06839772007599,9.7193,18.4648,6974.0782,6761.2458,6975.2765,6707.6536,-3.113421070415493,97587627.0
2014-11-12,69.4477,61.687198638916016,6.906400203704834,60.16466117796073,53.76820772640912,9.8556,18.4648,6743.5446,6855.6874,6856.6884,6734.0761,1.3968076711543325,68447213.0
2014-11-13,67.9436,60.351200103759766,6.756800174713135,56.99810006333122,45.34515516149462,9.6422,18.4648,6864.118,6723.39,6864.118,6680.5287,-1.9297466801067895,88089866.0
2014-11-14,67.6773,60.11470031738281,6.730299949645996,56.42811906269791,43.761874604179866,9.6044,18.4648,6695.3724,6707.7944,6712.045,6634.7503,-0.23196036523242827,54978366.0
2014-11-17,69.1639,61.43519973754883,6.878200054168701,59.46801773274224,51.93160227992401,9.8153,18.4648,6726.4053,6850.2236,6852.2106,6680.8624,2.123338783311553,76509742.0
2014-11-18,69.5039,61.73720169067383,6.9120001792907715,60.29132362254591,53.8948701709943,9.8636,18.4648,6837.719,6882.1618,6883.2522,6818.1094,0.46623587586249876,51104150.0
2014-11-19,69.9216,62.10820007324219,6.953499794006348,61.68461051298289,56.30145661811273,9.9229,18.4648,6878.6968,6922.4699,6945.9842,6876.419,0.5856895140128817,57345222.0
2014-11-20,69.4269,61.668800354003906,6.904300212860107,60.10132995566815,53.641545281823944,9.8527,18.4648,6906.1917,6877.255,6909.5504,6841.068,-0.6531613810267336,49735591.0
