date,PE,PE_TTM,PB_LF,VAL_PB_PERCENTILE,VAL_PE_PERCENTILE,PS,ROE_TTM,OPEN,CLOSE,HIGH,LOW,PCT_CHG,VOLUME
2005-04-08,16.4863,15.507699966430664,2.047100067138672,65.4191233017175,69.16175339656499,1.1797,10.2225,984.665,1003.445,1003.699,979.529,1.9002105139159655,1476252600.0
2005-04-11,16.3169,15.40530014038086,2.023099899291992,64.77826198410665,67.90566521404769,1.1633,10.2225,1003.879,995.421,1008.735,992.773,-0.7996452222094883,1593606600.0
2005-04-12,15.7417,15.033300399780273,1.9859999418258667,64.21430402460906,64.5219174570623,1.1381,10.2225,993.711,978.697,993.711,978.204,-1.68009314651791,1022619300.0
2005-04-13,16.0205,15.494500160217285,2.032599925994873,64.98333760574212,69.03358113304282,1.1607,10.2225,987.95,1000.9,1006.499,987.95,2.268628594958396,1607168700.0
2005-04-14,15.8476,15.355899810791016,2.0109000205993652,64.54755190976672,67.44424506536785,1.1477,10.2225,1004.64,986.975,1006.416,985.578,-1.3912478769107757,1294571000.0
2005-04-15,15.6406,15.15470027923584,1.9848999977111816,64.18866957190464,65.54729556523968,1.1284,10.2225,982.613,974.082,982.613,971.93,-1.3063147496137215,1040895500.0
2005-04-18,15.7934,15.350500106811523,1.9592000246047974,63.906690592155854,67.36734170725455,1.1127,10.2225,970.907,963.772,970.907,958.649,-1.0584324522986717,859840000.0
2005-04-19,15.8385,15.328399658203125,1.957800030708313,63.829787234042556,67.13663163291463,1.107,10.2225,962.916,965.886,968.867,957.91,0.2193464844382197,921262300.0
2005-04-20,15.7579,15.131799697875977,1.930999994277954,63.214560369136116,65.4191233017175,1.0936,10.2225,964.151,950.867,964.151,946.197,-1.5549454076360985,885070500.0
2005-04-21,15.6588,15.038000106811523,1.9190000295639038,62.573699051525246,64.54755190976672,1.0866,10.2225,948.861,943.981,955.553,938.595,-0.7241811946360498,994614500.0
2005-04-22,15.67,15.092399597167969,1.9142999649047852,62.368623429889766,65.13714432196872,1.0842,10.2225,942.908,939.101,947.909,934.957,-0.5169595574487194,1069188400.0
2005-04-25,15.5898,14.941800117492676,1.8937000036239624,61.49705203793899,63.70161497052038,1.0746,10.2225,935.993,930.07,935.993,920.162,-0.9616644003147637,1147047800.0
2005-04-26,15.3917,15.12090015411377,1.8941999673843384,61.52268649064343,65.31658549089977,1.0672,10.2225,928.428,937.083,939.696,924.655,0.7540292666143322,1169047100.0
